Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-05-24; 18:50:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 250°; 78%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 17°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 18:51:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 250°; 78%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 17°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 18:52:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 250°; 78%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 17°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 18:53:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 250°; 78%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 17°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 18:54:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 250°; 78%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 17°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 18:55:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 250°; 78%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 17°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 18:56:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 250°; 78%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 17°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 18:57:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 250°; 78%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 17°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 18:58:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 250°; 78%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 17°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 18:59:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 250°; 78%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 17°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:00:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 250°; 78%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 40%; 17°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.34A; 
2024-05-24; 19:01:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 248°; 77%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 17°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.32A; 
2024-05-24; 19:02:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 250°; 78%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 17°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:03:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 64°; 250°; 77%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 17°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:04:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 64°; 250°; 77%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 17°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:05:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 64°; 250°; 77%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 17°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:06:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 64°; 250°; 77%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 16°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:07:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 64°; 250°; 77%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 16°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:08:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 64°; 250°; 77%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 16°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:09:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 64°; 250°; 77%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 16°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:10:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 64°; 250°; 77%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 16°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:11:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 64°; 250°; 77%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 16°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:12:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 64°; 250°; 77%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 16°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:13:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 64°; 250°; 77%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 16°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:14:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 64°; 250°; 77%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 16°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:15:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 63°; 246°; 74%; 0%; 0%; 0%; 82.7%; 405°; 72°; 70°; 0%; 16°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:16:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 63°; 250°; 76%; 0%; 0%; 0%; 82.7%; 406°; 72°; 70°; 0%; 16°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 35°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:17:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 70°; 0%; 16°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:18:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 70°; 0%; 16°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:19:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 70°; 0%; 16°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:20:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 69°; 0%; 16°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:21:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 69°; 0%; 16°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:22:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 69°; 0%; 16°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:23:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 69°; 0%; 16°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:24:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 69°; 0%; 16°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:25:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 69°; 0%; 16°; 0°; 28°; 0°; 32°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:26:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 69°; 0%; 16°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:27:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 69°; 0%; 16°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:28:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 69°; 0%; 16°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:29:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 69°; 0%; 16°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:30:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 68°; 0%; 16°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:31:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 68°; 0%; 16°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:32:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 68°; 0%; 16°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:33:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 68°; 0%; 16°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:34:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 68°; 0%; 16°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:35:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 68°; 0%; 16°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.15A; 
2024-05-24; 19:36:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 68°; 0%; 16°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:37:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 68°; 0%; 16°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:38:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 68°; 0%; 16°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:39:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 68°; 0%; 16°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:40:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 68°; 40%; 16°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.17A; 
2024-05-24; 19:41:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 68°; 40%; 15°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.32A; 
2024-05-24; 19:42:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 248°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 68°; 42%; 15°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.34A; 
2024-05-24; 19:43:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 68°; 0%; 15°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:44:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 82.7%; 405°; 72°; 68°; 0%; 15°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:45:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 100.0%; 405°; 72°; 69°; 0%; 15°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:46:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 100.0%; 405°; 72°; 68°; 0%; 15°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:47:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 61°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 68°; 0%; 15°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:48:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 61°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 68°; 0%; 15°; 0°; 28°; 0°; 31°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:49:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 61°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 68°; 0%; 15°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:50:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 61°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 68°; 0%; 15°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:51:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 61°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 68°; 0%; 15°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:52:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 61°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 68°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:53:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 61°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 68°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:54:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 61°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 68°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:55:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 61°; 248°; 74%; 0%; 0%; 0%; 100.0%; 405°; 72°; 68°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:56:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 68°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:57:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 68°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 19:58:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 68°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 19:59:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 68°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:00:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 68°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:01:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 68°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:02:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 68°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:03:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 67°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:04:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 67°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:05:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 67°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:06:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 60°; 246°; 72%; 0%; 0%; 0%; 100.0%; 405°; 72°; 67°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:07:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 67°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:08:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 67°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:09:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 67°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:10:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 67°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:11:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 67°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
