Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-06-13; 19:53:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 41%; 0%; 0%; 0%; 85.2%; 404°; 72°; 61°; 0%; 16°; 0°; 30°; 0°; 31°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 19:54:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 45%; 0%; 0%; 0%; 85.2%; 404°; 72°; 61°; 0%; 16°; 0°; 30°; 0°; 31°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 19:55:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 48%; 0%; 0%; 0%; 85.2%; 404°; 72°; 61°; 0%; 16°; 0°; 30°; 0°; 31°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2024-06-13; 19:56:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 51%; 0%; 0%; 0%; 85.2%; 404°; 72°; 61°; 0%; 16°; 0°; 30°; 0°; 31°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 19:57:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 55%; 0%; 0%; 0%; 85.2%; 404°; 72°; 61°; 0%; 16°; 0°; 30°; 0°; 31°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 19:58:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 58%; 0%; 0%; 0%; 85.2%; 404°; 72°; 61°; 0%; 16°; 0°; 30°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 19:59:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 61%; 0%; 0%; 0%; 85.2%; 404°; 72°; 61°; 0%; 16°; 0°; 30°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:00:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 65%; 0%; 0%; 0%; 85.2%; 404°; 72°; 61°; 0%; 16°; 0°; 30°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:01:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 68%; 0%; 0%; 0%; 85.2%; 404°; 72°; 61°; 0%; 16°; 0°; 30°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:02:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 30°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:03:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 30°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:04:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 30°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:05:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 30°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:06:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 30°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:07:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 30°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:08:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 30°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:09:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 30°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:10:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 30°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:11:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 30°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:12:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 30°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:13:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 30°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:14:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 30°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:15:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 30°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:16:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:17:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:18:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:19:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:20:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:21:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:22:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.13A; 
2024-06-13; 20:23:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:24:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2024-06-13; 20:25:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:26:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:27:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 16°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:28:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 15°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:29:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 15°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:30:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 15°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:31:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 15°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:32:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 15°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:33:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 15°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:34:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 15°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:35:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 15°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:36:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 15°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2024-06-13; 20:37:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 15°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:38:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 15°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:39:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 60°; 0%; 15°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:40:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 59°; 0%; 15°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:41:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 59°; 0%; 14°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:42:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 59°; 0%; 14°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:43:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 59°; 0%; 14°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:44:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 72°; 59°; 0%; 14°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:45:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 59°; 0%; 14°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:46:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 59°; 0%; 14°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2024-06-13; 20:47:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 59°; 0%; 14°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:48:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 59°; 0%; 14°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:49:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 59°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:50:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 59°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:51:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 59°; 0%; 14°; 0°; 29°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2024-06-13; 20:52:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 55°; 65°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 59°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:53:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 59°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:54:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 59°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:55:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 59°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:56:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 59°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 20:57:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 59°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 20:58:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 59°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2024-06-13; 20:59:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 59°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 21:00:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 58°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 21:01:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 58°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 21:02:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 58°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.13A; 
2024-06-13; 21:03:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 58°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 21:04:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 58°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2024-06-13; 21:05:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 58°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 21:06:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 58°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 21:07:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 58°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 21:08:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 58°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 21:09:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 58°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 21:10:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 58°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 21:11:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 58°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 21:12:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 58°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-06-13; 21:13:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 58°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2024-06-13; 21:14:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 58°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-06-13; 21:15:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 85.2%; 404°; 71°; 58°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10884; 16645h; 34°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
